"CaterinaC"~"2018-07-29 00:04:55 +0100"~"Updated bio and small bits n bobs"
"CaterinaC"~"2017-11-26 14:08:15 +0000"~"Renamed post"
"CaterinaC"~"2017-11-26 14:02:34 +0000"~"Added post on Using R remotely"
"CaterinaC"~"2017-11-04 16:47:04 +0000"~"'Shrunk' contents list for LA crime post too"
"CaterinaC"~"2017-11-04 16:43:34 +0000"~"Shrinking table of contents a little"
"CaterinaC"~"2017-11-04 16:40:37 +0000"~"Updated graphics link to point to our own repo, instead of external source"
"CaterinaC"~"2017-11-04 16:08:32 +0000"~"Cropped two graphs"
"CaterinaC"~"2017-11-04 15:49:17 +0000"~"Uploading graphs required in posts"
"CaterinaC"~"2017-11-04 15:32:36 +0000"~"Adding a new location to store post graphics"
"CaterinaC"~"2017-10-22 17:44:03 +0100"~"Merge remote-tracking branch 'DataPowered.io_site/master'"
"CaterinaC"~"2017-10-22 17:42:23 +0100"~"Setting incomplete post to draft"
"CaterinaC"~"2017-10-20 14:47:38 +0100"~"Second move of verification file :-)"
"CaterinaC"~"2017-10-20 14:37:47 +0100"~"Moving verification file"
"CaterinaC"~"2017-10-20 14:36:23 +0100"~"Verifying google ownership"
"CaterinaC"~"2017-10-20 10:59:20 +0100"~"Small edits in About page and theme pictures"
"CaterinaC"~"2017-10-19 16:11:01 +0100"~"Adding draft post"
"CaterinaC"~"2017-10-18 23:53:46 +0100"~"Fixed homepage images and the text."
"CaterinaC"~"2017-10-18 16:39:56 +0100"~"Rearranged menu items, removed some Latin blurb and excess images"
"CaterinaC"~"2017-10-18 16:28:28 +0100"~"Edited one author name"
"CaterinaC"~"2017-10-18 16:19:50 +0100"~"Editing blog posts"
"DavidFarrell"~"2017-10-17 01:11:22 +0100"~"Create requirements.txt"
"CaterinaC"~"2017-10-17 00:40:45 +0100"~"Added pygments syntax highlighting for posts"
"CaterinaC"~"2017-10-16 23:38:36 +0100"~"changed sidebar colours and text"
"CaterinaC"~"2017-10-16 23:00:25 +0100"~"Compressed bg image"
"CaterinaC"~"2017-10-16 22:43:32 +0100"~"Scaled background image"
"CaterinaC"~"2017-10-16 22:32:54 +0100"~"Merge remote-tracking branch 'DataPowered.io_site/master'"
"CaterinaC"~"2017-10-16 22:32:45 +0100"~"Fixed parallax scrolling"
"Unknown"~"2017-10-16 08:39:52 +0100"~"ignore npm-debug.log"
"CaterinaC"~"2017-10-15 23:02:28 +0100"~"Edited Contact form stuff"
"CaterinaC"~"2017-10-15 22:55:02 +0100"~"Merge remote-tracking branch 'DataPowered.io_site/master'"
"CaterinaC"~"2017-10-15 22:54:51 +0100"~"Added Google Analytics and Disqus shortname"
"Unknown"~"2017-10-15 22:41:36 +0100"~"Fixed a typo on the about page"
"CaterinaC"~"2017-10-15 22:34:57 +0100"~"Updated About us page."
"CaterinaC"~"2017-10-15 22:19:05 +0100"~"Added authors as taxonomies and a favicon. Also changed contact deets"
"CaterinaC"~"2017-10-15 14:03:04 +0100"~"Attempt to customise images"
"CaterinaC"~"2017-10-15 00:14:08 +0100"~"Committing output from static web generator"
"CaterinaC"~"2017-10-15 00:12:14 +0100"~"Initial commit"
